"2014 Medicare Advantage, and Cost Plans",,,,,,,,,,,,,,,
"Data as of June 1, 2014.  Includes 2014 approved contracts/plans.  PACE, Special Needs Plans, Part B Only Plans, and Employer  sponsored plans (800 series) are excluded. Plans under sanction are not shown.  Medicare/Medicaid plans are shown in a separate Landscape file.",,,,,,,,,,,,,,,
"Notes: Data are subject to change as contracts are finalized.  For 2014, enhanced alternative plans may offer additional gap coverage which is calculated as the percentage of “generic” formulary products with coverage above and beyond the 2014 standard ""generic"" coverage gap cost-sharing benefit and/or the percentage of “brand” formulary products covered in addition to the coverage gap discount for applicable drugs.  Additional gap coverage levels are determined separately for formulary generic and brand products and are described as follows:   “All”: 100% of formulary drugs are covered through the gap, “Many”: ?65% to <100% of formulary drugs are covered through the gap, “Some”: ?10% to <65 % of formulary drugs are covered through the gap, “Few”: >0% to <10% of formulary drugs are covered through the gap (and must also be >15 ""brand"" products covered through the gap), “No Gap Coverage”:  0% of formulary drugs are covered through the gap (or ?15 ""brand"" products covered through the gap).  A label of “All Formulary Drugs” is applied for plans that cover 100% of “generic” and 100% of “brand” products (either by covering all formulary drug products in the gap or by having no initial coverage limit).",,,,,,,,,,,,,,,
* Indicates plan does not offer Part D drug coverage.,,,,,,,,,,,,,,,
** MOOP is defined as: Maximum Out-of-Pocket (MOOP) limit on enrollee spending that includes costs for all in-network Part A and Part B Services. N/A is defined as Not Applicable,,,,,,,,,,,,,,,
State,County,Organization Name,Plan Name,Type of Medicare Health Plan,"Monthly Consolidated Premium 
(Includes 
Part C + D)",Annual Drug Deductible,"Drug 
Benefit 
Type","Type of 
Additional Coverage Offered in the Gap",Drug Benefit Type Detail,Contract ID,Plan ID,Segment ID,In-network MOOP Amount **,Overall Star Rating,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Cullman,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Cullman,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS, $92.00 , $100.00 ,Basic,No Gap Coverage,BA,H8145,075,0, N/A ,4 stars,
Alabama,Cullman,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Cullman,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Dale,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Dale,Humana Insurance Company,HumanaChoice H1681-006 (PPO),Local PPO, $64.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1681,006,0," $5,900 ",3 stars,
Alabama,Dale,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Dale,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Dallas,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Dallas,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Dallas,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Dallas,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Dallas,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,DeKalb,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,DeKalb,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,DeKalb,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,DeKalb,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,DeKalb,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,DeKalb,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,DeKalb,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,DeKalb,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Elmore,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $202.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,3," $3,400 ",3 stars,
Alabama,Elmore,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,5," $3,400 ",3 stars,
Alabama,Elmore,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Elmore,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Elmore,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H0151,001,0," $4,900 ",3 stars,
Alabama,Elmore,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Elmore,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Elmore,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Elmore,Humana Insurance Company,HumanaChoice H1681-005 (PPO),Local PPO, $64.00 , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H1681,005,0," $5,900 ",3 stars,
Alabama,Elmore,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Elmore,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Escambia,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Escambia,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Escambia,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Etowah,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $82.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,2," $3,400 ",3 stars,
Alabama,Etowah,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Etowah,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Etowah,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Etowah,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Etowah,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Etowah,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Etowah,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Fayette,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Fayette,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Fayette,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Fayette,Humana Insurance Company,HumanaChoice H1681-002 (PPO),Local PPO, $63.00 , $100.00 ,Basic,No Gap Coverage,BA,H1681,002,0," $5,900 ",3 stars,
Alabama,Fayette,"Humana Health Plan, Inc.",Humana Gold Plus H2012-002 (HMO),Local HMO, $-   , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H2012,002,0," $5,300 ",3.5 stars,
Alabama,Fayette,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS, $92.00 , $100.00 ,Basic,No Gap Coverage,BA,H8145,075,0, N/A ,4 stars,
Alabama,Fayette,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Fayette,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Franklin,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Franklin,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Franklin,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Geneva,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Geneva,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Geneva,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Geneva,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Greene,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Greene,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Greene,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Hale,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $182.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,1," $3,400 ",3 stars,
Alabama,Hale,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Hale,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Henry,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Henry,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Henry,Humana Insurance Company,HumanaChoice H1681-006 (PPO),Local PPO, $64.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1681,006,0," $5,900 ",3 stars,
Alabama,Henry,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Henry,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Houston,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Houston,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Houston,Humana Insurance Company,HumanaChoice H1681-006 (PPO),Local PPO, $64.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H1681,006,0," $5,900 ",3 stars,
Alabama,Houston,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Houston,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Jackson,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Jackson,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Jackson,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Jackson,Humana Insurance Company,HumanaChoice H1681-001 (PPO),Local PPO, $90.00 , $200.00 ,Enhanced,"Few Generics, Few Brands",EA,H1681,001,0," $6,700 ",3 stars,
Alabama,Jackson,"Humana Health Plan, Inc.",Humana Gold Plus H2012-098 (HMO),Local HMO, $72.00 , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H2012,098,0," $6,700 ",3.5 stars,
Alabama,Jackson,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Jackson,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Jefferson,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $132.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,4," $3,400 ",3 stars,
Alabama,Jefferson,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $-   , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,6," $3,400 ",3 stars,
Alabama,Jefferson,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Jefferson,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Jefferson,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H0151,001,0," $4,900 ",3 stars,
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Jefferson,VIVA Medicare,VIVA Medicare Me (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H0154,014,0," $3,400 ",3.5 stars,
Alabama,Jefferson,Humana Insurance Company,HumanaChoice H1681-002 (PPO),Local PPO, $63.00 , $100.00 ,Basic,No Gap Coverage,BA,H1681,002,0," $5,900 ",3 stars,
Alabama,Jefferson,"Humana Health Plan, Inc.",Humana Gold Plus H2012-002 (HMO),Local HMO, $-   , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H2012,002,0," $5,300 ",3.5 stars,
Alabama,Jefferson,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Jefferson,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Lamar,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Lamar,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Lamar,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Lamar,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Lamar,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Lauderdale,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Lauderdale,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Lauderdale,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Lauderdale,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Lauderdale,Humana Insurance Company,HumanaChoice H1681-001 (PPO),Local PPO, $90.00 , $200.00 ,Enhanced,"Few Generics, Few Brands",EA,H1681,001,0," $6,700 ",3 stars,
Alabama,Lauderdale,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Lauderdale,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Lawrence,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Lawrence,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Lawrence,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Lawrence,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Lawrence,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Lawrence,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Lee,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $122.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,2," $3,400 ",3 stars,
Alabama,Lee,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
Alabama,Lee,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Lee,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Lee,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Lee,Humana Insurance Company,HumanaChoice H5214-009 (PPO),Local PPO, $37.00 , $-   ,Enhanced,"Few Generics, Few Brands",EA,H5214,009,0," $4,900 ",3.5 stars,
Alabama,Lee,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Lee,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Limestone,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $142.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,5," $3,400 ",3 stars,
Alabama,Limestone,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,4," $3,400 ",3 stars,
Alabama,Limestone,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Limestone,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Limestone,Humana Insurance Company,HumanaChoice H1681-001 (PPO),Local PPO, $90.00 , $200.00 ,Enhanced,"Few Generics, Few Brands",EA,H1681,001,0," $6,700 ",3 stars,
Alabama,Limestone,"Humana Health Plan, Inc.",Humana Gold Plus H2012-097 (HMO),Local HMO, $42.00 , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H2012,097,0," $6,700 ",3.5 stars,
Alabama,Limestone,Humana Insurance Company,Humana Gold Choice H8145-075 (PFFS),PFFS, $92.00 , $100.00 ,Basic,No Gap Coverage,BA,H8145,075,0, N/A ,4 stars,
Alabama,Limestone,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Limestone,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Lowndes,Blue Advantage (PPO),Blue Advantage Premier (PPO),Local PPO, $202.00 , $-   ,Enhanced,No Gap Coverage,EA,H0104,010,3," $3,400 ",3 stars,
Alabama,Lowndes,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,5," $3,400 ",3 stars,
Alabama,Lowndes,Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),Local HMO, $-   , $-   ,Enhanced,Many Generics,EA,H0150,001,0," $6,700 ",3.5 stars,
Alabama,Lowndes,Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),Local HMO *, $-   ,,,,,H0150,012,0," $6,700 ",3.5 stars,
Alabama,Lowndes,UnitedHealthcare,AARP MedicareComplete Plan 1 (HMO),Local HMO, $-   , $-   ,Enhanced,No Gap Coverage,EA,H0151,001,0," $4,900 ",3 stars,
Alabama,Lowndes,VIVA Medicare,VIVA Medicare Plus (HMO),Local HMO, $-   , $125.00 ,Enhanced,No Gap Coverage,EA,H0154,001,0," $5,500 ",3.5 stars,
Alabama,Lowndes,VIVA Medicare,VIVA Medicare Select (HMO),Local HMO *, $-   ,,,,,H0154,008,0," $5,000 ",3.5 stars,
Alabama,Lowndes,VIVA Medicare,VIVA Medicare Premier (HMO),Local HMO, $118.00 , $-   ,Enhanced,Some Generics,EA,H0154,011,0," $3,400 ",3.5 stars,
Alabama,Lowndes,Humana Insurance Company,HumanaChoice H1681-005 (PPO),Local PPO, $64.00 , $100.00 ,Enhanced,"Few Generics, Few Brands",EA,H1681,005,0," $5,900 ",3 stars,
Alabama,Lowndes,Humana Insurance Company,HumanaChoice R5826-001 (Regional PPO),Regional PPO, $69.00 , $40.00 ,Basic,No Gap Coverage,BA,R5826,001,0," $5,900 ",3.5 stars,
Alabama,Lowndes,Humana Insurance Company,HumanaChoice R5826-065 (Regional PPO),Regional PPO *, $-   ,,,,,R5826,065,0," $3,400 ",3.5 stars,
Alabama,Macon,Blue Advantage (PPO),Blue Advantage Complete (PPO),Local PPO, $72.00 , $250.00 ,Basic,No Gap Coverage,BA,H0104,011,3," $3,400 ",3 stars,
